major_code,major,course_code,course,prof,bunban,isu,insertYn,book,subbook,plan,majors
A071,[A071] 국어국문전공,M020024,도큐멘팅을 위한 이미지 프로세싱,류재영,7,전선,Y,강의자료,없음,20262516341M0200247,A071|[A071] 국어국문전공;M020|[M020] C&C School
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,김선용,3,교필,Y,"한성이미기난스 교안 ppt(업로드 예정), 디자인씽킹으로 일 잘하는 방법(교재) 수업시간 업로드","'상상-한계를 거부하는 발칙한 도전'  지은이 : 임정택,  출판사 : 21세기; 북스
 그 외 상상력 관련 각종 서적",20262511366GEN09243,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,김선용,U,교필,Y,"한성이미기난스 교안 ppt(업로드 예정), 디자인씽킹으로 일 잘하는 방법(교재) 수업시간 업로드","'상상-한계를 거부하는 발칙한 도전'  지은이 : 임정택,  출판사 : 21세기; 북스
 그 외 상상력 관련 각종 서적",20262511366GEN0924U,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,김양수,D,교필,Y,한성 이마기난스 교안 PPT,한성 이마기난스' 강의교안 (pdf파일) / e-class탑재,20262514985GEN0924D,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,김양수,R,교필,Y,한성 이마기난스 교안 PPT,한성 이마기난스' 강의교안 (pdf파일) / e-class탑재,20262514985GEN0924R,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,김현숙,2,교필,Y,한성 이마기난스 교안 ppt(이클래스 업로드),상상력 관련 각종 서적,20262515963GEN09242,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,김현숙,H,교필,Y,한성 이마기난스 교안 ppt(이클래스 업로드),상상력 관련 각종 서적,20262515963GEN0924H,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,김현숙,S,교필,Y,한성 이마기난스 교안 ppt(이클래스 업로드),상상력 관련 각종 서적,20262515963GEN0924S,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,김혜련,1,교필,Y,한성 이마기난스 교안 PPT,상상력 관련 각종 서적,20262110806GEN09241,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,김혜련,7,교필,Y,한성 이마기난스 교안 PPT,상상력 관련 각종 서적,20262110806GEN09247,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,김혜련,G,교필,Y,한성 이마기난스 교안 PPT,상상력 관련 각종 서적,20262110806GEN0924G,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,우희정,C,교필,Y,'한성 이마기난스' 강의교안 (pdf파일) / e-class탑재,"상상,한계를 거부하는 발칙한 도전 ,임정택, 21세기북스,2011, / 예술적 상상력, 오종우, 어크로스, 2019 / 디자인과 인문학적 상상력, 최범, 안그라픽스, 2023 /세상에서 가장 시끄러운 그림책, 벤야민 고트발트, 초록글, 2023 / 베르나르 베르베르의 상상력 사전 시리즈 , 베르타르 베르베르, 별천지, 2011",20262510216GEN0924C,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,우희정,L,교필,Y,'한성 이마기난스' 강의교안 (pdf파일) / e-class탑재,"상상,한계를 거부하는 발칙한 도전 ,임정택, 21세기북스,2011, / 예술적 상상력, 오종우, 어크로스, 2019 / 디자인과 인문학적 상상력, 최범, 안그라픽스, 2023 /세상에서 가장 시끄러운 그림책, 벤야민 고트발트, 초록글, 2023 / 베르나르 베르베르의 상상력 사전 시리즈 , 베르타르 베르베르, 별천지, 2011",20262510216GEN0924L,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,우희정,Q,교필,Y,'한성 이마기난스' 강의교안 (pdf파일) / e-class탑재,"상상,한계를 거부하는 발칙한 도전 ,임정택, 21세기북스,2011, / 예술적 상상력, 오종우, 어크로스, 2019 / 디자인과 인문학적 상상력, 최범, 안그라픽스, 2023 /세상에서 가장 시끄러운 그림책, 벤야민 고트발트, 초록글, 2023 / 베르나르 베르베르의 상상력 사전 시리즈 , 베르타르 베르베르, 별천지, 2011",20262510216GEN0924Q,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,이시원,E,교필,Y,한성 이마기난스 교안 ppt (이클래스에 업로드 예정),상상력 관련 각종 서적,20262515110GEN0924E,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,이시원,K,교필,Y,한성 이마기난스 교안 ppt (이클래스에 업로드 예정),상상력 관련 각종 서적,20262515110GEN0924K,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,이희승,4,교필,Y,한성 이마기난스 교안 PPT 매주 e_class에 업로드,"미래 상상력, 창의력, 융합 교육 등 관련 다양한 각종 서적",20262512668GEN09244,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,이희승,J,교필,Y,한성 이마기난스 교안 PPT 매주 e_class에 업로드,"미래 상상력, 창의력, 융합 교육 등 관련 다양한 각종 서적",20262512668GEN0924J,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,정유선,B,교필,Y,한성 이마기난스 교안 ppt(이클래스에 업로드 예정),상상력 관련 각종 서적,20262515964GEN0924B,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,정유선,P,교필,Y,한성 이마기난스 교안 ppt(이클래스에 업로드 예정),상상력 관련 각종 서적,20262515964GEN0924P,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,정유선,T,교필,Y,한성 이마기난스 교안 ppt(이클래스에 업로드 예정),상상력 관련 각종 서적,20262515964GEN0924T,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,주현식,A,교필,Y,한성 이마기난스 교안 ppt (이클래스에 업로드 예정),상상력 관련 각종 서적,20262110875GEN0924A,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,주현식,F,교필,Y,한성 이마기난스 교안 ppt (이클래스에 업로드 예정),상상력 관련 각종 서적,20262110875GEN0924F,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0924,한성 이마기난스,주현식,N,교필,Y,한성 이마기난스 교안 ppt (이클래스에 업로드 예정),상상력 관련 각종 서적,20262110875GEN0924N,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,권정현,3,교필,Y,"한성대 사고와표현과정, 『대학 글쓰기와 말하기』, 한성대학교 출판부, 2025.03.","백미숙,『토론』, 커뮤니케이션북스. 2014. 
하승민, 『발표불안극복 project - 15분 컨텐츠로 명강사 도전하기』, 이페이지, 2017.  
하타케야마 소, 김진아 역, 『 철학자들의 토론회 : 인생의 고민 앞에서 철학자들을 만난다면』, 프런티어, 2023.
(* 한성대 학술정보관 홈페이지에서 전자책으로 열람 가능)",20262512569GEN09253,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,권혁명,4,교필,Y,'대학 글쓰기와 말하기 사고와 표현',프린트물,20262110717GEN09254,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,권혁명,A,교필,Y,'대학 글쓰기와 말하기 사고와 표현',프린트물,20262110717GEN0925A,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,권혁명,G,교필,Y,'대학 글쓰기와 말하기 사고와 표현',프린트물,20262110717GEN0925G,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,권혁명,K,교필,Y,'대학 글쓰기와 말하기 사고와 표현',프린트물,20262110717GEN0925K,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,권혁명,N,교필,Y,'대학 글쓰기와 말하기 사고와 표현',프린트물,20262110717GEN0925N,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,권혁명,Q,교필,Y,'대학 글쓰기와 말하기 사고와 표현',프린트물,20262110717GEN0925Q,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,박혜순,E,교필,Y,"한성대 사고와표현과정, 대학 글쓰기와 말하기, 한성대학교 출판부, 2025.03.",수업 시간 제시,20262513176GEN0925E,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,이상우,H,교필,Y,"한성대 사고와표현과정, <대학 글쓰기와 말하기>, 한성대학교 출판부, 2026.",필요시 담당교수가 배부,20262514516GEN0925H,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,이상우,P,교필,Y,"한성대 사고와표현과정, <대학 글쓰기와 말하기>, 한성대학교 출판부, 2026.",필요시 담당교수가 배부,20262514516GEN0925P,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,이상우,U,교필,Y,"한성대 사고와표현과정, <대학 글쓰기와 말하기>, 한성대학교 출판부, 2026.",필요시 담당교수가 배부,20262514516GEN0925U,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,이상혁,F,교필,Y,"대학 글쓰기와 말하기, 이상혁 외, 한성대 출판부, 2026.",수업 시간에 따로 제시함.,20262110577GEN0925F,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,이자화,1,교필,Y,"한성대 사고와표현과정, 『대학 글쓰기와 말하기』, 한성대학교 출판부, 2025.","김광기, 『전략적 글쓰기와 논술』, 에이제이, 2013; 이창덕 외, 『삶과 화법』, 박이정, 2025; 장하늘, 『글 고치기 전략』, 다산초당, 2006; 전영우, 『토의토론과 회의』, 집문당, 1999; 정희모,이재성, 『글쓰기의 전략』, 들녘, 2015; 기타 부교재는 이클래스에 게시",20262515478GEN09251,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,이자화,@,교필,Y,"한성대 사고와표현과정, 『대학 글쓰기와 말하기』, 한성대학교 출판부, 2025.","김광기, 『전략적 글쓰기와 논술』, 에이제이, 2013; 이창덕 외, 『삶과 화법』, 박이정, 2025; 장하늘, 『글 고치기 전략』, 다산초당, 2006; 전영우, 『토의토론과 회의』, 집문당, 1999; 정희모,이재성, 『글쓰기의 전략』, 들녘, 2015; 기타 부교재는 이클래스에 게시",20262515478GEN0925@,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,이희영,6,교필,Y,"<대학 글쓰기와 말하기>, 한성대학교 출판부, 2025",필요한 참고자료는 교수자가 이클래스 업로드함,20262110756GEN09256,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,이희영,C,교필,Y,"<대학 글쓰기와 말하기>, 한성대학교 출판부, 2025",필요한 참고자료는 교수자가 이클래스 업로드함,20262110756GEN0925C,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,이희영,M,교필,Y,"<대학 글쓰기와 말하기>, 한성대학교 출판부, 2025",필요한 참고자료는 교수자가 이클래스 업로드함,20262110756GEN0925M,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,이희영,S,교필,Y,"<대학 글쓰기와 말하기>, 한성대학교 출판부, 2025",필요한 참고자료는 교수자가 이클래스 업로드함,20262110756GEN0925S,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,임형모,5,교필,Y,"사고와표현과정 교재편찬위원회, <대학 글쓰기와 말하기: 사고와 표현>, 한성대학교출판부, 2026.",- 플립 러닝 동영상 자료 / - 의사소통센터 http://writingcenter.hansung.ac.kr,20262110792GEN09255,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,임형모,B,교필,Y,"사고와표현과정 교재편찬위원회, <대학 글쓰기와 말하기: 사고와 표현>, 한성대학교출판부, 2026.",- 플립 러닝 동영상 자료 / - 의사소통센터 http://writingcenter.hansung.ac.kr,20262110792GEN0925B,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,임형모,J,교필,Y,"사고와표현과정 교재편찬위원회, <대학 글쓰기와 말하기: 사고와 표현>, 한성대학교출판부, 2026.",- 플립 러닝 동영상 자료 / - 의사소통센터 http://writingcenter.hansung.ac.kr,20262110792GEN0925J,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,임형모,L,교필,Y,"사고와표현과정 교재편찬위원회, <대학 글쓰기와 말하기: 사고와 표현>, 한성대학교출판부, 2026.",- 플립 러닝 동영상 자료 / - 의사소통센터 http://writingcenter.hansung.ac.kr,20262110792GEN0925L,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,임형모,R,교필,Y,"사고와표현과정 교재편찬위원회, <대학 글쓰기와 말하기: 사고와 표현>, 한성대학교출판부, 2026.",- 플립 러닝 동영상 자료 / - 의사소통센터 http://writingcenter.hansung.ac.kr,20262110792GEN0925R,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,장민정,7,교필,Y,"대학 글쓰기와 말하기, 한성대출판부, 2025.","로버트 치알디니(2023), 설득의 심리학 4부작, 21세기 북스.",20262515751GEN09257,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,정원채,D,교필,Y,"한성대 사고와표현과정, 『대학 글쓰기와 말하기』, 한성대학교 출판부, 2026.","플립 수업 동영상(이클래스 탑재_기한 내 반드시 시청하기_태도 점수에 반영)
한성대학교 글쓰기센터, http://writingcenter.hansung.ac.kr

기타 필요한 자료는 이클래스에 업로드",20262512399GEN0925D,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,정원채,I,교필,Y,"한성대 사고와표현과정, 『대학 글쓰기와 말하기』, 한성대학교 출판부, 2026.","플립 수업 동영상(이클래스 탑재_기한 내 반드시 시청하기_태도 점수에 반영)
한성대학교 글쓰기센터, http://writingcenter.hansung.ac.kr

기타 필요한 자료는 이클래스에 업로드",20262512399GEN0925I,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,정주연,2,교필,Y,"한성대 사고와 표현 과정, 『대학 글쓰기와 말하기』, 한성대학교 출판부, 2025.",추후 제시,20262514423GEN09252,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0925,사고와 표현,정주연,T,교필,Y,"한성대 사고와 표현 과정, 『대학 글쓰기와 말하기』, 한성대학교 출판부, 2025.",추후 제시,20262514423GEN0925T,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,김문희,8,교필,Y,시간순삭 파이썬 ㅡ생능출판,자체 pdf 교제,20262516440GEN09268,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,장현주,X,교필,Y,강의자료,강의자료,20262110911GEN0926X,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,장현주,Y,교필,Y,강의자료,강의자료,20262110911GEN0926Y,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,장현주,Z,교필,Y,강의자료,강의자료,20262110911GEN0926Z,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",3,교필,Y,공동 PDF 교안,없음.,20262110780GEN09263,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",4,교필,Y,공동 PDF 교안,없음,20262110874GEN09264,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",5,교필,Y,공동 PDF 교안,없음,20262110887GEN09265,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",7,교필,Y,공동 PDF 교안,없음,20262110887GEN09267,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",A,교필,Y,공동 PDF 교안,없음.,20262110780GEN0926A,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",B,교필,Y,공동 PDF 교안,없음,20262110874GEN0926B,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",F,교필,Y,공동 PDF 교안,없음,20262110780GEN0926F,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",G,교필,Y,공동 PDF 교안,없음,20262110874GEN0926G,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",N,교필,Y,공동 PDF 교안,없음,20262110887GEN0926N,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",O,교필,Y,공동 PDF 교안,없음.,20262110780GEN0926O,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",R,교필,Y,공동 PDF 교안,없음,20262110887GEN0926R,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호",V,교필,Y,공동 PDF 교안,없음,20262110780GEN0926V,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,문혜영",1,교필,Y,공동 PDF 교안,없음,20262515978GEN09261,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,문혜영",W,교필,Y,공동 PDF 교안,없음,20262515978GEN0926W,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,신믿음",D,교필,Y,공동 PDF 교안,없음,20262515961GEN0926D,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,신믿음",J,교필,Y,공동 PDF 교안,없음,20262515961GEN0926J,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,신믿음",T,교필,Y,공동 PDF 교안,없음,20262515961GEN0926T,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,이미선",2,교필,Y,공동 PDF 교안,없음,20262516167GEN09262,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,이미선",U,교필,Y,공동 PDF 교안,없음,20262516167GEN0926U,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,이미향",E,교필,Y,공동 PDF 교안,없음,20262515674GEN0926E,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,이미향",K,교필,Y,공동 PDF 교안,없음,20262515674GEN0926K,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,이미향",Q,교필,Y,공동 PDF 교안,없음,20262515674GEN0926Q,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,임제영",6,교필,Y,공동 PDF 교안,없음,20262515246GEN09266,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,임제영",L,교필,Y,공동 PDF 교안,없음,20262515246GEN0926L,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,이신희,최승호,임제영",S,교필,Y,공동 PDF 교안,없음,20262515246GEN0926S,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,최정섭,이신희,최승호",C,교필,Y,공동 PDF 교안,없음,20262110834GEN0926C,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,최정섭,이신희,최승호",H,교필,Y,공동 PDF 교안,없음,20262110834GEN0926H,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0926,AI와 SW 기초,"홍희경,최정섭,이신희,최승호",P,교필,Y,공동 PDF 교안,없음,20262110834GEN0926P,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0999,비판적 사고와 한국어 독해,박숙영,D,교필,Y,"조항록, 김은경, 유승원(2019), 문화가 있는 한국어 읽기3, 다락원.",추후 공지,20262516462GEN0999D,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0999,비판적 사고와 한국어 독해,윤경미,E,교필,Y,"조항록 외(2019), 문화가 있는 한국어 읽기 4, 다락원.",추후 안내,20262516436GEN0999E,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0999,비판적 사고와 한국어 독해,이지안,H,교필,Y,To be announced later,To be announced later,20262516458GEN0999H,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0999,비판적 사고와 한국어 독해,이효진,B,교필,Y,"조항록 외(2020), 문화가 있는 한국어 읽기 4, 다락원.",추후 안내,20262516374GEN0999B,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0999,비판적 사고와 한국어 독해,장경완,F,교필,Y,추후 안내,없음,20262516453GEN0999F,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0999,비판적 사고와 한국어 독해,장민정,I,교필,Y,"Textbook Information
Textbook: Sejong Korean 1A
Workbook: Sejong Korean 1A Workbook",-,20262515751GEN0999I,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0999,비판적 사고와 한국어 독해,최수현,C,교필,Y,"조항록·김은정·김아영, 『문화가 있는 한국어 읽기 5』, 다락원",담당교수 제작 강의자료 및 참고자료,20262514217GEN0999C,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN0999,비판적 사고와 한국어 독해,형재연,A,교필,Y,"조항록, 김은경, 유승원(2019), 문화가 있는 한국어 읽기 3, 다락원",추후 공지,20262513971GEN0999A,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN1000,한국어 발표와 토론,박샛별,E,교필,Y,"연세대학교 한국어학당(2012). 대학 강의 수강을 위한 한국어 말하기 중급 2, 연세대학교 대학출판문화원.",없음.,20262516442GEN1000E,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN1000,한국어 발표와 토론,박혜순,B,교필,Y,추후 공지,추후 공,20262513176GEN1000B,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN1000,한국어 발표와 토론,이서현,D,교필,Y,대학 강의 수강을 위한 한국어 말하기 중급1,추후 공지,20262516315GEN1000D,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN1000,한국어 발표와 토론,이지안,I,교필,Y,To be announced,To be announced,20262516458GEN1000I,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN1000,한국어 발표와 토론,장경완,C,교필,Y,추후 공지,추후 공지,20262516453GEN1000C,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN1000,한국어 발표와 토론,최수현,H,교필,Y,"세종한국어 1B, 세종학당재단, 2013.","세종한국어 익힘책, Extension Activity Book, Vocabulary & Grammar Book",20262514217GEN1000H,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN1000,한국어 발표와 토론,황주하,A,교필,Y,추후 공지,추후 공지,20262513368GEN1000A,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,GEN1000,한국어 발표와 토론,황주하,F,교필,Y,,,20262516462GEN1000F,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0311,영어커뮤니케이션 독해/작문 Ⅰ,김지원,D,교필,Y,"Q: Skills for Success-Reading and Writing 2B, 3rd ed., Oxford University Press.","- Understanding and Using English Grammar, 4th ed., Pearson.
- 논리력을 키우는 영어 글쓰기, 한빛아카데미.",20262516354REQ0311D,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0311,영어커뮤니케이션 독해/작문 Ⅰ,김지원,P,교필,Y,"Q: Skills for Success-Reading and Writing 2B, 3rd ed., Oxford University Press.","- Understanding and Using English Grammar, 4th ed., Pearson.
- 논리력을 키우는 영어 글쓰기, 한빛아카데미.",20262516354REQ0311P,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0311,영어커뮤니케이션 독해/작문 Ⅰ,박혜경,B,교필,Y,"Q Skills for Success: Reading and Writing 2 (3rd edition), Oxford University Press",Great Writing,20262516363REQ0311B,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0311,영어커뮤니케이션 독해/작문 Ⅰ,백혜정,O,교필,Y,"Joe McVeigh and Jennifer Bixby, Q Skills for Success Reading and Writing 2B, 3rd Edition, Oxford UP, 2024.",주교재 이외 자료는 파일로 제공함.,20262515472REQ0311O,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0311,영어커뮤니케이션 독해/작문 Ⅰ,심경미,Q,교필,Y,"Q: Skills for Success: Reading and Writing(Intro), 3rd edition","Pathways foundations 2nd edition, Smart Choice, 1, 2
프린트: 영어 1 문단 쓰기, 수업 활동지, 관련 유튜브 등",20262514050REQ0311Q,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0311,영어커뮤니케이션 독해/작문 Ⅰ,이종은,A,교필,Y,"Skills for Success 2B (Reading and Writing), Oxford",X,20262110696REQ0311A,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0311,영어커뮤니케이션 독해/작문 Ⅰ,이종은,C,교필,Y,"Skills for Success 2B (Reading and Writing), Oxford",X,20262110696REQ0311C,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0311,영어커뮤니케이션 독해/작문 Ⅰ,현일선,7,교필,Y,"Q Skills for Success: Reading and Writing (3rd Edition) ---2A -- (교내 서점에서 2B, 3판을 반드시 확인 후 개인적으로 구매할 것)",From Grate Paragraph to Essays,20262110793REQ03117,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0311,영어커뮤니케이션 독해/작문 Ⅰ,현일선,N,교필,Y,"Q Skills for Success: Reading and Writing (3rd Edition) ---2A -- (교내 서점에서 2A, 3판을 반드시 확인 후 개인적으로 구매할 것,  합본도 무관함)",From Great Paragraphs to Great Essays,20262110793REQ0311N,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0312,영어커뮤니케이션 독해/작문 Ⅱ,강지현,7,교필,Y,"Q Skills for Success: Reading and Writing 3B (3rd ed., Oxford University Press)",필요 시 안내,20262110719REQ03127,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0312,영어커뮤니케이션 독해/작문 Ⅱ,강지현,B,교필,Y,"Q Skills for Success: Reading and Writing 3B (3rd ed., Oxford University Press)",필요 시 안내,20262110719REQ0312B,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0312,영어커뮤니케이션 독해/작문 Ⅱ,강지현,F,교필,Y,"Q Skills for Success: Reading and Writing 3B (3rd ed., Oxford University Press)",필요 시 안내,20262110719REQ0312F,L11E|[L11E] 교양필수
L11E,[L11E] 교양필수,REQ0312,영어커뮤니케이션 독해/작문 Ⅱ,강지현,O,교필,Y,"Q Skills for Success: Reading and Writing 3B (3rd ed., Oxford University Press)",필요 시 안내,20262110719REQ0312O,L11E|[L11E] 교양필수
